Stage,Experiment,Beaker,BeakerID,Population,MatePair,Treatment,Urban,PhotoID,SampleID,BL_mm,AL1_mm,AL2_mm
Pluteus,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,plut_exp4_b10-0027,27,0.261,0.32,0.332
Pluteus,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,plut_exp4_b10-0031,32,0.234,0.325,0.306
Pluteus,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,plut_exp4_b10-0032,33,0.255,0.336,0.318
Pluteus,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,plut_exp4_b10-0033,34,0.24,0.339,0.316
Pluteus,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,plut_exp4_b10-0034,35,0.203,0.239,0.227
Pluteus,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,plut_exp4_b10-0038,39,0.231,0.308,0.326
Pluteus,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,plut_exp4_b10-0039,40,0.271,0.364,0.351
Pluteus,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,plut_exp4_b10-0043,44,0.255,0.352,0.352
Pluteus,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,plut_exp4_b10-0051,52,0.248,0.349,0.312
Pluteus,Exp4,B10,Exp4_B10,Wh,P13,NP,Urban,plut_exp4_b10-0054,55,0.241,0.324,0.314
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0009,7,0.235,0.28,0.284
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0013,12,0.242,0.3,0.298
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0014,13,0.237,0.297,0.29
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0016,16,0.237,0.274,0.275
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0019,19,0.235,0.3,0.286
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0023,23,0.232,0.272,0.258
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0025,25,0.214,0.271,0.282
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0025,26,0.249,0.332,0.325
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0026,27,0.189,0.239,0.239
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0028,31,0.198,0.236,0.223
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0029,32,0.224,0.272,0.279
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0032,36,0.207,0.271,0.271
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0034,38,0.235,0.308,0.26
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0038,43,0.219,0.271,0.289
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0040,45,0.222,0.268,0.257
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0041,46,0.225,0.285,0.271
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0042,47,0.237,0.289,0.302
Pluteus,Exp4,B11,Exp4_B11,Cab,P15,C,Urban,plut_exp4_b11-0045,50,0.214,0.277,0.274
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0002,1,0.258,0.357,0.352
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0005,4,0.205,0.248,0.254
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0006,5,0.253,0.371,0.348
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0007,6,0.237,0.313,0.327
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0013,12,0.239,0.344,0.354
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0015,14,0.25,0.337,0.329
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0019,18,0.24,0.338,0.338
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0020,19,0.248,0.339,0.352
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0021,20,0.243,0.324,0.324
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0023,22,0.249,0.342,0.327
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0024,23,0.266,0.359,0.357
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0024,24,0.254,0.354,0.354
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0025,25,0.244,0.337,0.35
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0028,29,0.252,0.335,0.325
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0030,31,0.259,0.343,0.344
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0033,34,0.246,0.344,0.333
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0034,35,0.283,0.396,0.397
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0035,36,0.261,0.359,0.345
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0038,39,0.261,0.361,0.383
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0039,40,0.253,0.361,0.345
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0040,41,0.246,0.333,0.354
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0041,42,0.26,0.336,0.346
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0043,44,0.263,0.36,0.362
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0045,45,0.208,0.277,0.284
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0046,46,0.243,0.322,0.345
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0047,48,0.264,0.351,0.357
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0049,50,0.275,0.359,0.37
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0049,51,0.261,0.351,0.344
Pluteus,Exp4,B14,Exp4_B14,Trp,P13,C,Nonurban,plut_exp4_b14-0050,52,0.264,0.379,0.386
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0002,1,0.241,0.314,0.3
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0003,2,0.243,0.327,0.33
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0004,3,0.245,0.305,0.332
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0005,4,0.261,0.358,0.363
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0006,5,0.208,0.257,0.262
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0012,11,0.228,0.282,0.261
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0015,14,0.218,0.302,0.275
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0016,15,0.225,0.287,0.292
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0017,16,0.242,0.334,0.323
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0021,20,0.238,0.345,0.344
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0022,22,0.232,0.306,0.301
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0025,25,0.249,0.313,0.311
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0031,32,0.229,0.336,0.321
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0032,34,0.248,0.342,0.367
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0037,39,0.231,0.319,0.315
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0038,40,0.244,0.336,0.308
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0041,43,0.236,0.328,0.323
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0043,45,0.246,0.32,0.331
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0044,46,0.254,0.348,0.348
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0046,48,0.226,0.303,0.321
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0052,54,0.229,0.321,0.307
Pluteus,Exp4,B15,Exp4_B15,Cab,P13,NP,Urban,plut_exp4_b15-0053,55,0.283,0.36,0.372
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0003,2,0.251,0.346,0.357
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0004,3,0.238,0.341,0.319
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0005,4,0.249,0.35,0.357
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0006,6,0.216,0.337,0.332
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0007,7,0.229,0.325,0.326
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0009,9,0.235,0.306,0.295
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0015,15,0.232,0.335,0.307
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0017,18,0.221,0.304,0.306
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0017,19,0.228,0.295,0.311
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0019,21,0.223,0.297,0.325
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0020,22,0.227,0.318,0.289
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0022,26,0.215,0.292,0.282
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0031,37,0.232,0.322,0.329
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0031,38,0.229,0.315,0.308
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0032,40,0.224,0.32,0.331
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0032,41,0.225,0.335,0.323
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0033,42,0.22,0.295,0.302
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0038,49,0.223,0.281,0.283
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0040,51,0.237,0.327,0.32
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0040,52,0.21,0.297,0.301
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0042,54,0.212,0.315,0.283
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0047,59,0.221,0.324,0.327
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0048,60,0.238,0.343,0.339
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0049,61,0.243,0.317,0.317
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0051,65,0.223,0.279,0.289
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0051,66,0.23,0.338,0.324
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0052,67,0.221,0.282,0.301
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0054,69,0.192,0.261,0.26
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0056,71,0.193,0.289,0.275
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0059,74,0.234,0.328,0.317
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0060,76,0.237,0.34,0.329
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0064,81,0.227,0.317,0.325
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0066,83,0.19,0.265,0.251
Pluteus,Exp4,B17,Exp4_B17,Cab,P16,NP,Urban,plut_exp4_b17-0068,85,0.218,0.315,0.299
