Stage,Experiment,Beaker,BeakerID,Population,MatePair,Treatment,Urban,PhotoID,SampleID,Height_mm,Stomach_Length_mm
Gastrula,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,gast_exp2_b24-0005,7,0.12,0.111
Gastrula,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,gast_exp2_b24-0006,9,0.117,0.102
Gastrula,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,gast_exp2_b24-0012,16,0.12,0.101
Gastrula,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,gast_exp2_b24-0021,25,0.104,0.074
Gastrula,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,gast_exp2_b24-0041,47,0.107,0.084
Gastrula,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,gast_exp2_b24-0044,51,0.107,0.09
Gastrula,Exp2,B24,Exp2_B24,Trp,P5,NP,Nonurban,gast_exp2_b24-0046,53,0.104,0.093
Gastrula,Exp2,B25,Exp2_B25,Cab,P5,NP,Urban,gast_exp2_b25-0008,7,0.102,0.082
Gastrula,Exp2,B25,Exp2_B25,Cab,P5,NP,Urban,gast_exp2_b25-0021,21,0.096,0.073
Gastrula,Exp2,B25,Exp2_B25,Cab,P5,NP,Urban,gast_exp2_b25-0027,27,0.073,0.055
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0004,3,0.096,0.083
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0005,4,0.095,0.083
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0007,6,0.111,0.059
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0011,12,0.093,0.078
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0013,14,0.108,0.07
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0014,15,0.098,0.081
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0015,16,0.096,0.079
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0019,20,0.108,0.09
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0021,23,0.097,0.082
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0022,24,0.13,0.102
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0023,26,0.107,0.09
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0028,31,0.1,0.081
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0030,33,0.096,0.067
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0031,35,0.109,0.093
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0034,37,0.102,0.076
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0034,38,0.118,0.094
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0036,40,0.097,0.074
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0039,42,0.085,0.073
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0040,43,0.099,0.087
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0042,45,0.1,0.08
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0043,46,0.098,0.078
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0044,48,0.105,0.063
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0044,49,0.102,0.083
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0048,53,0.097,0.077
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0048,54,0.097,0.071
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0052,58,0.103,0.084
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0053,59,0.103,0.072
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0056,65,0.12,0.082
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0058,67,0.103,0.071
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0060,69,0.104,0.073
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0061,70,0.091,0.074
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0063,72,0.098,0.064
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0064,73,0.108,0.078
Gastrula,Exp2,B26,Exp2_B26,Twp,P6,C,Nonurban,gast_exp2_b26-0064,74,0.091,0.07
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0002,1,0.111,0.074
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0006,4,0.103,0.061
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0011,10,0.105,0.071
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0013,15,0.094,0.059
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0014,16,0.081,0.076
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0017,20,0.096,0.081
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0018,21,0.098,0.085
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0019,22,0.101,0.084
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0023,27,0.093,0.057
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0025,30,0.103,0.087
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0026,31,0.097,0.074
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0029,34,0.118,0.091
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0029,35,0.101,0.07
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0031,38,0.104,0.064
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0032,40,0.108,0.048
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0033,41,0.097,0.074
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0035,43,0.12,0.103
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0037,46,0.109,0.07
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0040,49,0.1,0.081
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0043,52,0.11,0.073
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0046,55,0.103,0.075
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0049,60,0.082,0.069
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0050,62,0.112,0.091
Gastrula,Exp2,B28,Exp2_B28,Trp,P8,NP,Nonurban,gast_exp2_b28-0056,68,0.112,0.094
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0012,11,0.127,0.103
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0014,15,0.133,0.109
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0018,20,0.12,0.102
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0019,21,0.125,0.102
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0022,24,0.13,0.098
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0026,28,0.126,0.094
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0034,46,0.1,0.078
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0035,47,0.129,0.09
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0042,54,0.134,0.109
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0042,55,0.126,0.101
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0045,58,0.134,0.115
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0047,60,0.129,0.101
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0049,61,0.102,0.079
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0050,63,0.132,0.107
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0052,66,0.126,0.076
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0052,68,0.12,0.102
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0053,71,0.139,0.096
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0054,72,0.131,0.105
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0056,74,0.133,0.116
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0056,75,0.112,0.099
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0057,77,0.084,0.066
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0058,78,0.123,0.102
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0059,79,0.126,0.101
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0063,82,0.134,0.108
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0069,91,0.11,0.099
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0070,92,0.088,0.074
Gastrula,Exp2,B29,Exp2_B29,Trp,P6,C,Nonurban,gast_exp2_b29-0074,97,0.13,0.101
Gastrula,Exp2,B30,Exp2_B30,Wh,P5,C,Urban,gast_exp2_b30-0002,1,0.116,0.08
Gastrula,Exp2,B30,Exp2_B30,Wh,P5,C,Urban,gast_exp2_b30-0003,2,0.117,0.085
Gastrula,Exp2,B30,Exp2_B30,Wh,P5,C,Urban,gast_exp2_b30-0004,3,0.114,0.087
Gastrula,Exp2,B30,Exp2_B30,Wh,P5,C,Urban,gast_exp2_b30-0005,4,0.122,0.078
Gastrula,Exp2,B30,Exp2_B30,Wh,P5,C,Urban,gast_exp2_b30-0007,5,0.111,0.084
Gastrula,Exp2,B30,Exp2_B30,Wh,P5,C,Urban,gast_exp2_b30-0008,6,0.108,0.093
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0003,2,0.129,0.112
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0006,5,0.135,0.098
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0007,6,0.129,0.112
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0010,9,0.128,0.083
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0012,11,0.116,0.101
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0014,13,0.117,0.081
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0015,14,0.133,0.114
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0016,15,0.124,0.103
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0017,16,0.133,0.108
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0018,18,0.127,0.096
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0019,19,0.123,0.071
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0019,20,0.129,0.105
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0021,22,0.129,0.11
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0022,23,0.137,0.086
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0023,24,0.143,0.121
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0023,25,0.122,0.1
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0025,27,0.119,0.1
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0028,30,0.128,0.1
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0030,32,0.117,0.095
Gastrula,Exp2,B31,Exp2_B31,Cab,P8,C,Urban,gast_exp2_b31-0031,33,0.122,0.094
Gastrula,Exp2,B32,Exp2_B32,Twp,P7,NP,Nonurban,gast_exp2_b32-0011,13,0.114,0.096
Gastrula,Exp2,B32,Exp2_B32,Twp,P7,NP,Nonurban,gast_exp2_b32-0012,15,0.116,0.093
Gastrula,Exp2,B32,Exp2_B32,Twp,P7,NP,Nonurban,gast_exp2_b32-0023,29,0.101,0.086
Gastrula,Exp2,B32,Exp2_B32,Twp,P7,NP,Nonurban,gast_exp2_b32-0025,31,0.112,0.094
Gastrula,Exp2,B32,Exp2_B32,Twp,P7,NP,Nonurban,gast_exp2_b32-0029,36,0.103,0.091
Gastrula,Exp2,B32,Exp2_B32,Twp,P7,NP,Nonurban,gast_exp2_b32-0042,60,0.106,0.088
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0003,2,0.127,0.099
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0004,3,0.137,0.117
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0006,5,0.138,0.115
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0007,6,0.129,0.101
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0008,7,0.104,0.09
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0009,8,0.124,0.101
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0010,9,0.116,
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0012,12,0.129,0.104
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0013,13,0.119,0.085
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0015,16,0.125,0.099
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0016,17,0.116,0.087
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0019,21,0.124,0.104
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0020,22,0.119,0.099
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0021,23,0.126,0.101
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0025,27,0.126,0.112
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0025,28,0.138,0.119
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0026,29,0.121,0.081
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0026,30,0.121,0.097
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0027,31,0.118,0.064
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0029,33,0.129,0.111
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0031,36,0.126,0.101
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0032,37,0.137,0.082
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0032,38,0.127,0.104
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0033,40,0.137,0.109
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0034,41,0.121,0.093
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0034,42,0.136,0.117
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0036,45,0.13,0.072
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0037,47,0.134,0.107
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0038,48,0.115,0.078
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0039,50,0.136,0.093
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0044,58,0.125,0.079
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0045,59,0.139,0.079
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0046,60,0.131,0.104
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0047,61,0.128,0.104
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0047,62,0.118,0.091
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0050,65,0.126,0.108
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0050,66,0.12,0.102
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0051,68,0.131,0.106
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0053,71,0.121,0.105
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0055,74,0.136,0.091
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0056,75,0.123,0.09
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0058,79,0.132,0.106
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0061,82,0.138,0.085
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0061,83,0.144,0.118
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0062,84,0.135,0.081
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0063,85,0.128,0.1
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0064,87,0.144,0.093
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0065,88,0.139,0.117
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0065,89,0.141,0.111
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0066,90,0.134,0.108
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0066,91,0.136,0.113
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0066,92,0.13,0.104
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0068,95,0.12,0.096
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0069,96,0.132,0.08
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0069,97,0.131,0.108
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0070,98,0.133,0.112
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0070,99,0.133,0.108
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0070,100,0.128,0.103
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0072,103,0.14,0.112
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0072,104,0.136,0.113
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0073,105,0.127,0.101
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0075,107,0.133,0.106
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0076,108,0.127,0.105
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0077,109,0.131,0.112
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0078,110,0.131,0.1
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0079,111,0.12,0.097
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0082,113,0.133,0.101
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0083,114,0.14,0.124
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0085,118,0.127,0.097
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0086,119,0.138,0.115
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0086,120,0.137,0.113
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0087,121,0.12,0.105
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0088,122,0.117,0.091
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0089,124,0.121,0.101
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0090,125,0.125,0.105
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0091,126,0.125,0.101
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0091,127,0.132,0.111
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0092,128,0.123,0.094
Gastrula,Exp4,B1,Exp4_B1,Cab,P13,C,Urban,gast_exp4_b1-0094,130,0.129,0.106
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0002,1,0.11,0.089
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0006,5,0.101,0.086
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0007,6,0.113,0.081
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0009,7,0.099,0.07
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0012,11,0.107,0.082
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0013,12,0.105,0.075
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0014,13,0.102,0.077
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0016,15,0.113,0.089
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0017,16,0.12,0.076
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0018,17,0.109,0.08
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0021,19,0.113,0.092
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0022,21,0.117,0.097
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0024,23,0.109,0.089
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0025,24,0.112,0.085
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0026,25,0.118,0.088
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0028,27,0.113,0.098
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0029,28,0.116,0.089
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0030,29,0.109,0.075
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0031,30,0.107,0.089
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0032,31,0.113,0.089
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0033,32,0.105,0.074
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0034,33,0.117,0.094
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0035,34,0.105,0.088
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0037,36,0.116,0.097
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0038,37,0.113,0.09
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0039,38,0.117,0.096
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0040,39,0.117,0.095
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0041,40,0.11,0.091
Gastrula,Exp4,B3,Exp4_B3,Cab,P14,NP,Urban,gast_exp4_b3-0042,41,0.111,0.093
