Stage,Experiment,Beaker,BeakerID,Population,MatePair,Treatment,Urban,PhotoID,SampleID,Height_mm,Stomach_Length_mm
Gastrula,Exp1,B13,Exp1_B13,Wh,P3,C,Urban,gast_exp1_b13-0038,37,0.115,0.077
Gastrula,Exp1,B13,Exp1_B13,Wh,P3,C,Urban,gast_exp1_b13-0039,38,0.136,0.109
Gastrula,Exp1,B13,Exp1_B13,Wh,P3,C,Urban,gast_exp1_b13-0040,39,0.145,0.093
Gastrula,Exp1,B13,Exp1_B13,Wh,P3,C,Urban,gast_exp1_b13-0041,40,0.097,0.082
Gastrula,Exp1,B13,Exp1_B13,Wh,P3,C,Urban,gast_exp1_b13-0042,41,0.126,0.097
Gastrula,Exp1,B13,Exp1_B13,Wh,P3,C,Urban,gast_exp1_b13-0043,42,0.118,0.085
Gastrula,Exp1,B13,Exp1_B13,Wh,P3,C,Urban,gast_exp1_b13-0044,43,0.125,0.099
Gastrula,Exp1,B13,Exp1_B13,Wh,P3,C,Urban,gast_exp1_b13-0046,45,0.131,0.093
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0002,1,0.124,0.1
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0003,2,0.104,0.083
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0004,3,0.118,0.094
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0005,4,0.092,0.082
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0006,5,0.121,0.1
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0007,6,0.115,0.094
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0008,7,0.143,0.115
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0008,8,0.127,0.084
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0009,9,0.119,0.098
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0009,10,0.097,0.084
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0010,11,0.116,0.094
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0011,12,0.12,0.096
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0012,13,0.118,0.094
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0013,14,0.126,0.099
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0014,15,0.122,0.099
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0015,16,0.116,0.088
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0016,17,0.125,0.104
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0016,18,0.123,0.089
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0017,19,0.121,0.103
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0018,20,0.127,0.101
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0019,21,0.141,0.105
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0020,22,0.139,0.089
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0021,23,0.114,0.094
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0022,24,0.117,0.066
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0023,25,0.12,0.099
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0024,26,0.123,0.094
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0025,27,0.11,0.086
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0026,28,0.113,0.094
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0027,29,0.111,0.091
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0028,30,0.126,0.082
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0031,31,0.135,0.096
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0031,32,0.13,0.1
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0032,33,0.124,0.105
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0033,34,0.119,0.092
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0034,35,0.124,0.098
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0034,36,0.12,0.094
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0035,37,0.116,0.095
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0036,38,0.121,0.085
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0037,39,0.124,0.095
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0038,40,0.113,0.087
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0041,43,0.123,0.099
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0042,44,0.13,0.107
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0043,45,0.129,0.109
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0043,46,0.118,0.098
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0045,48,0.114,0.092
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0046,49,0.112,0.07
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0046,50,0.119,0.075
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0047,51,0.105,0.067
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0049,53,0.122,0.101
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0050,54,0.113,0.081
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0051,55,0.115,0.076
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0051,56,0.127,0.092
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0052,57,0.134,0.095
Gastrula,Exp1,B14,Exp1_B14,Trp,P1,C,Nonurban,gast_exp1_b14-0053,58,0.117,0.088
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0002,2,0.098,0.059
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0003,3,0.098,0.073
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0003,4,0.087,0.053
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0007,7,0.089,0.069
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0008,9,0.091,0.067
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0009,10,0.09,0.072
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0010,11,0.094,0.055
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0010,12,0.096,0.082
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0011,13,0.097,0.077
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0014,16,0.094,0.046
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0015,17,0.089,0.063
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0016,19,0.092,0.065
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0017,20,0.095,0.078
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0018,21,0.091,0.07
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0019,22,0.094,0.073
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0020,23,0.09,0.052
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0022,25,0.088,0.06
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0023,26,0.09,0.061
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0026,29,0.102,0.065
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0027,30,0.095,0.07
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0028,31,0.097,0.069
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0032,35,0.092,0.066
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0033,37,0.084,0.063
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0034,38,0.098,0.082
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0035,39,0.095,0.058
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0036,40,0.09,
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0038 ,42,0.089,0.064
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0039,43,0.1,0.086
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0041,45,0.093,0.079
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0041,46,0.086,0.065
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0043,48,0.084,0.063
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0044,49,0.096,0.077
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0046,50,0.102,0.078
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0048,52,0.093,0.078
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0050,55,0.097,0.078
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0051,56,0.103,0.053
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0053,58,0.097,0.059
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0054,60,0.095,0.071
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0056,64,0.092,0.076
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0057,65,0.087,0.074
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0058,66,0.084,0.06
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0058,67,0.085,0.064
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0059,68,0.1,0.068
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0060,69,0.097,0.075
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0061,70,0.103,0.057
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0063,72,0.103,0.078
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0064,73,0.097,0.049
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0065,74,0.091,0.052
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0066,75,0.095,0.076
Gastrula,Exp1,B19,Exp1_B19,Cab,P4,NP,Urban,gast_exp1_b19-0067,76,0.101,0.078
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0002,1,0.112,0.096
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0003,2,0.1,0.059
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0007,6,0.103,0.074
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0009,9,0.099,0.077
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0011,11,0.1,0.064
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0012,13,0.11,0.061
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0013,14,0.095,0.056
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0015,16,0.096,0.079
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0017,18,0.091,0.064
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0017,19,0.113,0.084
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0018,20,0.104,0.076
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0019,21,0.09,0.065
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0020,22,0.093,0.067
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0023,25,0.102,0.052
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0026,29,0.084,0.061
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0032,35,0.092,0.07
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0033,36,0.103,0.061
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0034,37,0.101,0.068
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0035,40,0.101,0.075
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0036,41,0.103,0.068
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0037,43,0.091,0.073
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0038,45,0.103,0.056
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0039,46,0.09,0.066
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0040,47,0.097,0.064
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0040,48,0.086,0.053
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0041,49,0.092,0.061
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0043,51,0.104,0.06
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0045,53,0.089,0.069
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0046,54,0.104,0.082
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0047,55,0.077,0.048
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0048,56,0.083,0.058
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0050,58,0.093,0.077
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0053,61,0.083,0.062
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0054,62,0.103,0.078
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0054,63,0.09,0.059
Gastrula,Exp1,B20,Exp1_B20,Trp,P3,C,Nonurban,gast_exp1_b20-0059,68,0.101,0.055
Gastrula,Exp1,B21,Exp1_B21,Wh,P1,NP,Urban,gast_exp1_b21-0032,37,0.084,0.066
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0011,8,0.092,0.063
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0021,19,0.093,0.067
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0032,32,0.09,0.069
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0035,35,0.087,0.066
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0037,37,0.09,0.085
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0040,40,0.097,0.065
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0050,50,0.093,0.066
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0050,51,0.091,0.065
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0052,54,0.083,0.053
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0054,58,0.098,0.064
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0056,62,0.086,0.052
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0057,63,0.1,0.053
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0060,66,0.083,0.052
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0063,70,0.079,0.052
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0064,72,0.086,0.056
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0073,85,0.089,0.065
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0078,92,0.096,0.078
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0078,93,0.089,0.062
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0081,97,0.079,0.062
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0091,109,0.087,0.067
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0094,114,0.087,0.069
Gastrula,Exp1,B22,Exp1_B22,Twp,P4,C,Nonurban,gast_exp1_b22-0098,118,0.083,0.05
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0002,1,0.111,0.063
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0004,3,0.098,0.043
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0005,4,0.111,0.094
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0006,5,0.109,0.087
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0007,6,0.119,0.096
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0007,7,0.118,0.095
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0008,8,0.12,0.097
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0008,9,0.122,0.068
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0009,10,0.107,0.089
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0010,11,0.11,0.042
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0011,12,0.108,0.098
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0012,13,0.098,0.076
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0015,16,0.117,0.091
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0015,17,0.111,0.097
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0016,18,0.116,0.095
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0017,19,0.126,0.079
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0018,20,0.121,0.09
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0019,21,0.104,0.089
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0019,22,0.111,0.093
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0020,23,0.128,0.08
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0025,27,0.116,0.094
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0026,28,0.12,0.105
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0026,29,0.117,0.097
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0027,30,0.108,0.085
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0027,31,0.112,0.092
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0028,32,0.117,0.097
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0029,33,0.118,0.095
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0030,34,0.103,0.082
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0031,35,0.119,0.093
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0031,36,0.114,0.11
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0032,37,0.105,0.086
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0033,38,0.121,0.082
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0034,39,0.117,0.093
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0035,40,0.114,0.114
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0036,41,0.118,0.099
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0037,42,0.1,0.073
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0037,43,0.113,0.084
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0038,45,0.127,0.104
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0039,46,0.109,0.081
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0040,47,0.12,0.101
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0042,48,0.112,0.092
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0043,49,0.111,0.092
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0044,50,0.115,0.089
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0045,51,0.112,0.072
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0046,52,0.126,0.101
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0047,53,0.122,0.096
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0048,54,0.128,0.096
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0051,56,0.119,0.1
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0052,57,0.118,0.099
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0053,58,0.122,0.096
Gastrula,Exp1,B23,Exp1_B23,Wh,P2,C,Urban,gast_exp1_b23-0054,59,0.12,0.099
Gastrula,Exp1,B24,Exp1_B24,Trp,P1,NP,Nonurban,gast_exp1_b24-0004,2,0.09,0.065
Gastrula,Exp1,B24,Exp1_B24,Trp,P1,NP,Nonurban,gast_exp1_b24-0005,4,0.087,0.065
Gastrula,Exp1,B24,Exp1_B24,Trp,P1,NP,Nonurban,gast_exp1_b24-0007,6,0.09,0.069
Gastrula,Exp1,B24,Exp1_B24,Trp,P1,NP,Nonurban,gast_exp1_b24-0008,7,0.089,0.07
Gastrula,Exp1,B24,Exp1_B24,Trp,P1,NP,Nonurban,gast_exp1_b24-0009,8,0.088,0.06
Gastrula,Exp1,B24,Exp1_B24,Trp,P1,NP,Nonurban,gast_exp1_b24-0010,9,0.087,0.068
Gastrula,Exp1,B24,Exp1_B24,Trp,P1,NP,Nonurban,gast_exp1_b24-0011,12,0.086,0.055
Gastrula,Exp1,B24,Exp1_B24,Trp,P1,NP,Nonurban,gast_exp1_b24-0014,14,0.091,0.067
Gastrula,Exp1,B24,Exp1_B24,Trp,P1,NP,Nonurban,gast_exp1_b24-0016,16,0.088,0.063
Gastrula,Exp1,B24,Exp1_B24,Trp,P1,NP,Nonurban,gast_exp1_b24-0018,18,0.088,0.069
Gastrula,Exp1,B24,Exp1_B24,Trp,P1,NP,Nonurban,gast_exp1_b24-0020,22,0.086,0.057
Gastrula,Exp1,B24,Exp1_B24,Trp,P1,NP,Nonurban,gast_exp1_b24-0022,24,0.098,0.07
